country,value,year
CHN,2.86E+01,2005
EGY,5.24E+01,2005
DEU,2.15E+01,2005
HKG,1.93E+01,2005
IND,5.11E+01,2005
IDN,4.61E+01,2005
JPN,2.08E+01,2005
KOR,2.67E+01,2005
MYS,4.62E+01,2005
MEX,5.17E+01,2005
PHL,6.23E+01,2005
RUS,2.14E+01,2005
ZAF,4.76E+01,2005
LKA,3.76E+01,2005
THA,3.19E+01,2005
TUR,4.39E+01,2005
GBR,2.71E+01,2005
USA,3.06E+01,2005
ARG,4.08E+01,2006
BRA,4.09E+01,2006
CHL,3.60E+01,2006
CHN,2.73E+01,2006
EGY,5.16E+01,2006
DEU,2.12E+01,2006
HKG,1.85E+01,2006
IND,5.02E+01,2006
IDN,4.61E+01,2006
JPN,2.08E+01,2006
KOR,2.59E+01,2006
MYS,4.51E+01,2006
MEX,5.08E+01,2006
PHL,6.15E+01,2006
RUS,2.09E+01,2006
ZAF,4.70E+01,2006
LKA,3.75E+01,2006
THA,3.10E+01,2006
TUR,4.31E+01,2006
GBR,2.69E+01,2006
USA,3.03E+01,2006
ARG,4.02E+01,2007
BRA,4.01E+01,2007
CHL,3.49E+01,2007
CHN,2.63E+01,2007
EGY,5.10E+01,2007
DEU,2.10E+01,2007
HKG,1.77E+01,2007
IND,4.92E+01,2007
IDN,4.61E+01,2007
JPN,2.08E+01,2007
KOR,2.50E+01,2007
MYS,4.40E+01,2007
MEX,4.99E+01,2007
PHL,6.06E+01,2007
RUS,2.06E+01,2007
ZAF,4.66E+01,2007
LKA,3.74E+01,2007
