indicator,value,year
SPDYNLE00FEIN,44.29065744,1976
SPDYNLE00MAIN,36.80297398,1976
SPDYNLE00IN,40.50179211,1976
AGPRDLVSKXD,13.89769126,1976
ITCELSETS,0,1976
ITCELSETSP2,0,1976
SPPOPTOTL,43.31983806,1976
SPPOP0014TOZS,78.83211679,1976
SPPOP1564TOZS,29.53367876,1976
SPPOP65UPTOZS,2.843016069,1976
ENPOPDNST,42.18524791,1976
SPPOPGROW,47.35054348,1976
ENURBLCTY,57.40291262,1976
ENURBLCTYURZS,92.52873563,1976
SPPOPTOTLFEZS,0,1976
SEPRMDURS,1,1976
SEPRMAGES,1,1976
SPRURTOTL,88.11700183,1976
SPRURTOTLZS,60.18018018,1976
SESECDURS,1,1976
SESECAGES,1,1976
AGSRFTOTLK2,0,1976
SPDYNTO65FEZS,47.48858447,1976
SPDYNTO65MAZS,26.65198238,1976
ITMLTMAIN,3.975796997,1976
ITMLTMAINP2,5.297856643,1976
SPURBTOTL,31.49492017,1976
SPURBTOTLINZS,39.81981982,1976
SPURBGROW,66.5635587,1976
NYADJDNGYCD,0,1977
NYADJDMINCD,4.435303586,1977
SPADOTFRT,41.65847263,1977
SPPOPDPND,59.5959596,1977
SPPOPDPNDOL,0.717948718,1977
SPPOPDPNDYG,66.44067797,1977
SPDYNCBRTIN,39.31623932,1977
AGPRDCROPXD,67.1434641,1977
SPDYNCDRTIN,20.43010753,1977
SPDYNTFRTIN,38.18897638,1977
AGPRDFOODXD,37.39799487,1977
AGLNDTOTLK2,100,1977
SPDYNLE00FEIN,45.67474048,1977
SPDYNLE00MAIN,37.91821561,1977
SPDYNLE00IN,41.57706093,1977
AGPRDLVSKXD,14.98415573,1977
ITCELSETS,0,1977
ITCELSETSP2,0,1977
SPPOPTOTL,45.74898785,1977
SPPOP0014TOZS,75.54744526,1977
SPPOP1564TOZS,33.67875648,1977
SPPOP65UPTOZS,3.708281829,1977
ENPOPDNST,44.497838,1977
SPPOPGROW,45.99184783,1977
ENURBLCTY,60.67961165,1977
ENURBLCTYURZS,90.22988506,1977
SPPOPTOTLFEZS,0,1977
SEPRMDURS,1,1977
SEPRMAGES,1,1977
SPRURTOTL,85.37477148,1977
SPRURTOTLZS,57.11711712,1977
SESECDURS,1,1977
SESECAGES,1,1977
AGSRFTOTLK2,0,1977
SPDYNTO65FEZS,49.31506849,1977
SPDYNTO65MAZS,27.97356828,1977
ITMLTMAIN,4.894200639,1977
ITMLTMAINP2,6.438248945,1977
SPURBTOTL,34.39767779,1977
SPURBTOTLINZS,42.88288288,1977
SPURBGROW,64.20680513,1977
NYADJDNGYCD,0,1978
NYADJDMINCD,3.12080837,1978
SPADOTFRT,40.01966568,1978
SPPOPDPND,55.35353535,1978
SPPOPDPNDOL,1.333333333,1978
SPPOPDPNDYG,62.71186441,1978
SPDYNCBRTIN,32.76353276,1978
AGPRDCROPXD,75.64084407,1978
SPDYNCDRTIN,19.35483871,1978
SPDYNTFRTIN,30.90551181,1978
AGPRDFOODXD,42.64397295,1978
AGLNDTOTLK2,100,1978
